Document Index (generated),Number of Records per episodes.json,Number of Records,Action,Alive,Alt Location,Born,characters Index (generated),Consummated,Episode Air Date,Episode Description,Episode Link,Episode Num,Episode Title,episodes Index (generated),Flashback,Greensight,killedBy Index (generated),Killed By,Location,Manner Of Death,Name (Episodes.Scenes.Characters),Name (Episodes.Scenes.Characters.Weapon),openingSequenceLocations Index (generated),Opening Sequence Locations,Scene End,Scene Start,scenes Index (generated),Season Num,Sub Location,Title,To,Type (Episodes.Scenes.Characters.Married),Type (Episodes.Scenes.Characters.Sex),Warg,weapon Index (generated),When (Episodes.Scenes.Characters.Married),When (Episodes.Scenes.Characters.Sex),with Index (generated),With
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Back stab,Waymar Royce,,1,King's Landing,0:06:21,0:05:58,10,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Decapitation,Gared,,1,King's Landing,0:07:45,0:06:49,13,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Eddard Stark,The North,Decapitation,Will,,1,King's Landing,0:15:41,0:12:38,15,1,Outside Winterfell,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Lysa Arryn,The Crownlands,Poison,Jon Arryn,,1,King's Landing,0:20:45,0:18:44,17,1,King's Landing,Hand,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Back stab,Waymar Royce,,2,Winterfell,0:06:21,0:05:58,10,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Decapitation,Gared,,2,Winterfell,0:07:45,0:06:49,13,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Eddard Stark,The North,Decapitation,Will,,2,Winterfell,0:15:41,0:12:38,15,1,Outside Winterfell,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Lysa Arryn,The Crownlands,Poison,Jon Arryn,,2,Winterfell,0:20:45,0:18:44,17,1,King's Landing,Hand,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Back stab,Waymar Royce,,3,The Wall,0:06:21,0:05:58,10,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Decapitation,Gared,,3,The Wall,0:07:45,0:06:49,13,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Eddard Stark,The North,Decapitation,Will,,3,The Wall,0:15:41,0:12:38,15,1,Outside Winterfell,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Lysa Arryn,The Crownlands,Poison,Jon Arryn,,3,The Wall,0:20:45,0:18:44,17,1,King's Landing,Hand,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Back stab,Waymar Royce,,4,Pentos,0:06:21,0:05:58,10,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,White Walker,North of the Wall,Decapitation,Gared,,4,Pentos,0:07:45,0:06:49,13,1,The Haunted Forest,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Eddard Stark,The North,Decapitation,Will,,4,Pentos,0:15:41,0:12:38,15,1,Outside Winterfell,,,,,,,,,,
1,1,1,,False,,,1,,2011-04-17,"Jon Arryn, the Hand of the King, is dead. King Robert Baratheon plans to ask his oldest friend, Eddard Stark, to take Jon's place. Across the sea, Viserys Targaryen plans to wed his sister to a nomadic warlord in exchange for an army.",/title/tt1480055/,1,Winter Is Coming,1,,,1,Lysa Arryn,The Crownlands,Poison,Jon Arryn,,4,Pentos,0:20:45,0:18:44,17,1,King's Landing,Hand,,,,,,,,,
1,1,1,has,False,,,5,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Summer,The North,Mauling,Catspaw Assassin,Valyrian Steel Dagger,1,King's Landing,0:32:28,0:29:16,13,1,Winterfell,,,,,,1,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Sandor Clegane,The Riverlands,Horse,Mycah,,1,King's Landing,0:53:30,0:52:59,26,1,Crossroads Inn,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Eddard Stark,The Riverlands,Stab,Lady,,1,King's Landing,0:54:35,0:54:25,30,1,Crossroads Inn,,,,,,,,,,
1,1,1,has,False,,,5,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Summer,The North,Mauling,Catspaw Assassin,Valyrian Steel Dagger,2,Winterfell,0:32:28,0:29:16,13,1,Winterfell,,,,,,1,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Sandor Clegane,The Riverlands,Horse,Mycah,,2,Winterfell,0:53:30,0:52:59,26,1,Crossroads Inn,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Eddard Stark,The Riverlands,Stab,Lady,,2,Winterfell,0:54:35,0:54:25,30,1,Crossroads Inn,,,,,,,,,,
1,1,1,has,False,,,5,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Summer,The North,Mauling,Catspaw Assassin,Valyrian Steel Dagger,3,The Wall,0:32:28,0:29:16,13,1,Winterfell,,,,,,1,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Sandor Clegane,The Riverlands,Horse,Mycah,,3,The Wall,0:53:30,0:52:59,26,1,Crossroads Inn,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Eddard Stark,The Riverlands,Stab,Lady,,3,The Wall,0:54:35,0:54:25,30,1,Crossroads Inn,,,,,,,,,,
1,1,1,has,False,,,5,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Summer,The North,Mauling,Catspaw Assassin,Valyrian Steel Dagger,4,Vaes Dothrak,0:32:28,0:29:16,13,1,Winterfell,,,,,,1,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Sandor Clegane,The Riverlands,Horse,Mycah,,4,Vaes Dothrak,0:53:30,0:52:59,26,1,Crossroads Inn,,,,,,,,,,
1,1,1,,False,,,2,,2011-04-24,"While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to The Wall. Tyrion joins them.",/title/tt1668746/,2,The Kingsroad,2,,,1,Eddard Stark,The Riverlands,Stab,Lady,,4,Vaes Dothrak,0:54:35,0:54:25,30,1,Crossroads Inn,,,,,,,,,,
1,1,1,,False,,,13,,2011-05-08,"Eddard investigates Jon Arryn's murder. Jon befriends Samwell Tarly, a coward who has come to join the Night's Watch.",/title/tt1829963/,4,"Cripples, Bastards, and Broken Things",4,,,1,Gregor Clegane,The Crownlands,Throat stab,Hugh of the Vale,,1,King's Landing,0:49:47,0:45:38,26,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,13,,2011-05-08,"Eddard investigates Jon Arryn's murder. Jon befriends Samwell Tarly, a coward who has come to join the Night's Watch.",/title/tt1829963/,4,"Cripples, Bastards, and Broken Things",4,,,1,Gregor Clegane,The Crownlands,Throat stab,Hugh of the Vale,,2,Winterfell,0:49:47,0:45:38,26,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,13,,2011-05-08,"Eddard investigates Jon Arryn's murder. Jon befriends Samwell Tarly, a coward who has come to join the Night's Watch.",/title/tt1829963/,4,"Cripples, Bastards, and Broken Things",4,,,1,Gregor Clegane,The Crownlands,Throat stab,Hugh of the Vale,,3,The Wall,0:49:47,0:45:38,26,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,13,,2011-05-08,"Eddard investigates Jon Arryn's murder. Jon befriends Samwell Tarly, a coward who has come to join the Night's Watch.",/title/tt1829963/,4,"Cripples, Bastards, and Broken Things",4,,,1,Gregor Clegane,The Crownlands,Throat stab,Hugh of the Vale,,4,Vaes Dothrak,0:49:47,0:45:38,26,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-15,"Catelyn has captured Tyrion and plans to bring him to her sister, Lysa Arryn, at The Vale, to be tried for his, supposed, crimes against Bran. Robert plans to have Daenerys killed, but Eddard refuses to be a part of it and quits.",/title/tt1829964/,5,The Wolf and the Lion,5,,,1,Jaime Lannister,The Crownlands,Eye stab,Jory Cassel,,1,King's Landing,0:53:06,0:49:53,28,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-15,"Catelyn has captured Tyrion and plans to bring him to her sister, Lysa Arryn, at The Vale, to be tried for his, supposed, crimes against Bran. Robert plans to have Daenerys killed, but Eddard refuses to be a part of it and quits.",/title/tt1829964/,5,The Wolf and the Lion,5,,,1,Jaime Lannister,The Crownlands,Eye stab,Jory Cassel,,2,The Eyrie,0:53:06,0:49:53,28,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-15,"Catelyn has captured Tyrion and plans to bring him to her sister, Lysa Arryn, at The Vale, to be tried for his, supposed, crimes against Bran. Robert plans to have Daenerys killed, but Eddard refuses to be a part of it and quits.",/title/tt1829964/,5,The Wolf and the Lion,5,,,1,Jaime Lannister,The Crownlands,Eye stab,Jory Cassel,,3,Winterfell,0:53:06,0:49:53,28,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-15,"Catelyn has captured Tyrion and plans to bring him to her sister, Lysa Arryn, at The Vale, to be tried for his, supposed, crimes against Bran. Robert plans to have Daenerys killed, but Eddard refuses to be a part of it and quits.",/title/tt1829964/,5,The Wolf and the Lion,5,,,1,Jaime Lannister,The Crownlands,Eye stab,Jory Cassel,,4,The Wall,0:53:06,0:49:53,28,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-15,"Catelyn has captured Tyrion and plans to bring him to her sister, Lysa Arryn, at The Vale, to be tried for his, supposed, crimes against Bran. Robert plans to have Daenerys killed, but Eddard refuses to be a part of it and quits.",/title/tt1829964/,5,The Wolf and the Lion,5,,,1,Jaime Lannister,The Crownlands,Eye stab,Jory Cassel,,5,Vaes Dothrak,0:53:06,0:49:53,28,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Theon Greyjoy,The North,Arrow,Stiv,,1,King's Landing,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Robb Stark,The North,Throat slash,Wallen,,1,King's Landing,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Bronn,The Vale,Neck stab,Vardis Egen,,1,King's Landing,0:39:52,0:35:25,15,1,The Eyrie,,,,,,,,,,
1,1,1,,False,,,5,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Khal Drogo,Vaes Dothrak,Molten gold,Viserys Targaryen,,1,King's Landing,0:51:30,0:46:45,19,1,,,,,,,,,,,
1,1,1,,False,,,3,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Theon Greyjoy,The North,Arrow,Stiv,,2,The Eyrie,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Robb Stark,The North,Throat slash,Wallen,,2,The Eyrie,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Bronn,The Vale,Neck stab,Vardis Egen,,2,The Eyrie,0:39:52,0:35:25,15,1,The Eyrie,,,,,,,,,,
1,1,1,,False,,,5,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Khal Drogo,Vaes Dothrak,Molten gold,Viserys Targaryen,,2,The Eyrie,0:51:30,0:46:45,19,1,,,,,,,,,,,
1,1,1,,False,,,3,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Theon Greyjoy,The North,Arrow,Stiv,,3,Winterfell,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Robb Stark,The North,Throat slash,Wallen,,3,Winterfell,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Bronn,The Vale,Neck stab,Vardis Egen,,3,Winterfell,0:39:52,0:35:25,15,1,The Eyrie,,,,,,,,,,
1,1,1,,False,,,5,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Khal Drogo,Vaes Dothrak,Molten gold,Viserys Targaryen,,3,Winterfell,0:51:30,0:46:45,19,1,,,,,,,,,,,
1,1,1,,False,,,3,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Theon Greyjoy,The North,Arrow,Stiv,,4,The Wall,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Robb Stark,The North,Throat slash,Wallen,,4,The Wall,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Bronn,The Vale,Neck stab,Vardis Egen,,4,The Wall,0:39:52,0:35:25,15,1,The Eyrie,,,,,,,,,,
1,1,1,,False,,,5,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Khal Drogo,Vaes Dothrak,Molten gold,Viserys Targaryen,,4,The Wall,0:51:30,0:46:45,19,1,,,,,,,,,,,
1,1,1,,False,,,3,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Theon Greyjoy,The North,Arrow,Stiv,,5,Vaes Dothrak,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Robb Stark,The North,Throat slash,Wallen,,5,Vaes Dothrak,0:13:09,0:09:42,6,1,The Wolfswood,,,,,,,,,,
1,1,1,,False,,,2,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Bronn,The Vale,Neck stab,Vardis Egen,,5,Vaes Dothrak,0:39:52,0:35:25,15,1,The Eyrie,,,,,,,,,,
1,1,1,,False,,,5,,2011-05-22,"While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.",/title/tt1837862/,6,A Golden Crown,6,,,1,Khal Drogo,Vaes Dothrak,Molten gold,Viserys Targaryen,,5,Vaes Dothrak,0:51:30,0:46:45,19,1,,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-29,"Robert has been injured while hunting and is dying. Jon and the others finally take their vows to the Night's Watch. A man, sent by Robert, is captured for trying to poison Daenerys. Furious, Drogo vows to attack the Seven Kingdoms.",/title/tt1837863/,7,You Win or You Die,7,,,1,Boar,The Crownlands,Boar,Robert Baratheon,,1,King's Landing,0:52:17,0:51:57,22,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-29,"Robert has been injured while hunting and is dying. Jon and the others finally take their vows to the Night's Watch. A man, sent by Robert, is captured for trying to poison Daenerys. Furious, Drogo vows to attack the Seven Kingdoms.",/title/tt1837863/,7,You Win or You Die,7,,,1,Boar,The Crownlands,Boar,Robert Baratheon,,2,The Eyrie,0:52:17,0:51:57,22,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-29,"Robert has been injured while hunting and is dying. Jon and the others finally take their vows to the Night's Watch. A man, sent by Robert, is captured for trying to poison Daenerys. Furious, Drogo vows to attack the Seven Kingdoms.",/title/tt1837863/,7,You Win or You Die,7,,,1,Boar,The Crownlands,Boar,Robert Baratheon,,3,Winterfell,0:52:17,0:51:57,22,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-29,"Robert has been injured while hunting and is dying. Jon and the others finally take their vows to the Night's Watch. A man, sent by Robert, is captured for trying to poison Daenerys. Furious, Drogo vows to attack the Seven Kingdoms.",/title/tt1837863/,7,You Win or You Die,7,,,1,Boar,The Crownlands,Boar,Robert Baratheon,,4,The Wall,0:52:17,0:51:57,22,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2011-05-29,"Robert has been injured while hunting and is dying. Jon and the others finally take their vows to the Night's Watch. A man, sent by Robert, is captured for trying to poison Daenerys. Furious, Drogo vows to attack the Seven Kingdoms.",/title/tt1837863/,7,You Win or You Die,7,,,1,Boar,The Crownlands,Boar,Robert Baratheon,,5,Vaes Dothrak,0:52:17,0:51:57,22,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,1,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Lannister Guard,The Crownlands,Chest stab,Vayon Poole,,1,King's Landing,0:02:37,0:02:22,4,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,1,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Meryn Trant,The Crownlands,,Syrio Forel,,1,King's Landing,0:05:53,0:03:19,6,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Arya Stark,The Crownlands,Chest stab,Red Keep Stableboy,,1,King's Landing,0:07:12,0:06:35,9,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Jon Snow,The Wall,Burning,Othor,,1,King's Landing,0:26:14,0:24:48,21,1,Castle Black,,,,,,,,,,
1,1,1,,False,,,7,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Khal Drogo,The Dothraki Sea,Tongue removal,Mago,,1,King's Landing,0:32:33,0:28:20,23,1,Lhazareen Village,,,,,,,,,,
1,1,1,,False,,,1,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Lannister Guard,The Crownlands,Chest stab,Vayon Poole,,2,The Eyrie,0:02:37,0:02:22,4,1,King's Landing,,,,,,,,,,
1,1,1,,False,,,1,,2011-06-05,"Eddard and his men are betrayed and captured by the Lannisters. When word reaches Robb, he plans to go to war to rescue them. The White Walkers attack The Wall. Tyrion returns to his father with some new friends.",/title/tt1837864/,8,The Pointy End,8,,,1,Meryn Trant,The Crownlands,,Syrio Forel,,2,The Eyrie,0:05:53,0:03:19,6,1,King's Landing,,,,,,,,,,
