Document Index (generated),Number of Records per episodes.json,Number of Records,Action,Alive,Alt Location,Born,characters Index (generated),Consummated,Episode Air Date,Episode Description,Episode Link,Episode Num,Episode Title,episodes Index (generated),Flashback,Greensight,killedBy Index (generated),Killed By,Location,Manner Of Death,Name (Episodes.Scenes.Characters),Name (Episodes.Scenes.Characters.Weapon),openingSequenceLocations Index (generated),Opening Sequence Locations,Scene End,Scene Start,scenes Index (generated),Season Num,Sub Location,Title,To,Type (Episodes.Scenes.Characters.Married),Type (Episodes.Scenes.Characters.Sex),Warg,weapon Index (generated),When (Episodes.Scenes.Characters.Married),When (Episodes.Scenes.Characters.Sex),with Index (generated),With
1,1,1,,False,,,1,,2012-04-15,Tyrion tries to see who he can trust in the small council. Catelyn visits Renly to try and persuade him to join Robb in the war. Theon must decide if his loyalties lie with his own family or with Robb.,/title/tt2070135/,3,What Is Dead May Never Die,13,,,1,Amory Lorch,The Riverlands,Back stab,Yoren,,6,Vaes Dothrak,0:48:33,0:47:01,28,2,The Kingsroad,,,,,,,,,,
1,1,1,,False,,,4,,2012-04-15,Tyrion tries to see who he can trust in the small council. Catelyn visits Renly to try and persuade him to join Robb in the war. Theon must decide if his loyalties lie with his own family or with Robb.,/title/tt2070135/,3,What Is Dead May Never Die,13,,,1,Polliver,The Riverlands,Neck stab,Lommy Greenhands,,6,Vaes Dothrak,0:50:32,0:48:33,29,2,The Kingsroad,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,Grey Wind,The Westerlands,Mauling,Rennick,,1,King's Landing,0:03:42,0:01:53,1,2,Oxcross,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,Grey Wind,The Westerlands,Mauling,Rennick,,2,Harrenhal,0:03:42,0:01:53,1,2,Oxcross,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,Grey Wind,The Westerlands,Mauling,Rennick,,3,Pyke,0:03:42,0:01:53,1,2,Oxcross,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,Grey Wind,The Westerlands,Mauling,Rennick,,4,Winterfell,0:03:42,0:01:53,1,2,Oxcross,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,Grey Wind,The Westerlands,Mauling,Rennick,,5,The Wall,0:03:42,0:01:53,1,2,Oxcross,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,Grey Wind,The Westerlands,Mauling,Rennick,,6,Qarth,0:03:42,0:01:53,1,2,Oxcross,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,The Tickler,The Riverlands,Decapitation,Tortured Prisoner,,1,King's Landing,0:38:15,0:37:27,28,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,The Tickler,The Riverlands,Decapitation,Tortured Prisoner,,2,Harrenhal,0:38:15,0:37:27,28,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,The Tickler,The Riverlands,Decapitation,Tortured Prisoner,,3,Pyke,0:38:15,0:37:27,28,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,The Tickler,The Riverlands,Decapitation,Tortured Prisoner,,4,Winterfell,0:38:15,0:37:27,28,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,The Tickler,The Riverlands,Decapitation,Tortured Prisoner,,5,The Wall,0:38:15,0:37:27,28,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,1,,2012-04-22,"Lord Baelish arrives at Renly's camp just before he faces off against Stannis. Daenerys and her company are welcomed into the city of Qarth. Arya, Gendry, and Hot Pie find themselves imprisoned at Harrenhal.",/title/tt2069319/,4,Garden of Bones,14,,,1,The Tickler,The Riverlands,Decapitation,Tortured Prisoner,,6,Qarth,0:38:15,0:37:27,28,2,Harrenhal,,,,,,,,,,
1,1,1,,False,Renly Baratheon's Camp,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Melisandre,The Stormlands,Shadow baby,Renly Baratheon,,1,King's Landing,0:05:17,0:01:54,1,2,Storm's End,King,,,,,,,,,
1,1,1,,False,,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Jaqen H'ghar,The Riverlands,Falling,The Tickler,,1,King's Landing,0:52:48,0:51:35,38,2,Harrenhal,,,,,,,,,,
1,1,1,,False,Renly Baratheon's Camp,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Melisandre,The Stormlands,Shadow baby,Renly Baratheon,,2,Harrenhal,0:05:17,0:01:54,1,2,Storm's End,King,,,,,,,,,
1,1,1,,False,,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Jaqen H'ghar,The Riverlands,Falling,The Tickler,,2,Harrenhal,0:52:48,0:51:35,38,2,Harrenhal,,,,,,,,,,
1,1,1,,False,Renly Baratheon's Camp,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Melisandre,The Stormlands,Shadow baby,Renly Baratheon,,3,Pyke,0:05:17,0:01:54,1,2,Storm's End,King,,,,,,,,,
1,1,1,,False,,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Jaqen H'ghar,The Riverlands,Falling,The Tickler,,3,Pyke,0:52:48,0:51:35,38,2,Harrenhal,,,,,,,,,,
1,1,1,,False,Renly Baratheon's Camp,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Melisandre,The Stormlands,Shadow baby,Renly Baratheon,,4,Winterfell,0:05:17,0:01:54,1,2,Storm's End,King,,,,,,,,,
1,1,1,,False,,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Jaqen H'ghar,The Riverlands,Falling,The Tickler,,4,Winterfell,0:52:48,0:51:35,38,2,Harrenhal,,,,,,,,,,
1,1,1,,False,Renly Baratheon's Camp,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Melisandre,The Stormlands,Shadow baby,Renly Baratheon,,5,The Wall,0:05:17,0:01:54,1,2,Storm's End,King,,,,,,,,,
1,1,1,,False,,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Jaqen H'ghar,The Riverlands,Falling,The Tickler,,5,The Wall,0:52:48,0:51:35,38,2,Harrenhal,,,,,,,,,,
1,1,1,,False,Renly Baratheon's Camp,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Melisandre,The Stormlands,Shadow baby,Renly Baratheon,,6,Qarth,0:05:17,0:01:54,1,2,Storm's End,King,,,,,,,,,
1,1,1,,False,,,3,,2012-04-29,"Tyrion investigates a secret weapon that King Joffrey plans to use against Stannis. Meanwhile, as a token for saving his life, Jaqen H'ghar offers to kill three people that Arya chooses.",/title/tt2074658/,5,The Ghost of Harrenhal,15,,,1,Jaqen H'ghar,The Riverlands,Falling,The Tickler,,6,Qarth,0:52:48,0:51:35,38,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,1,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Theon Greyjoy,The North,Decapitation,Rodrik Cassel,,1,King's Landing,0:10:03,0:06:27,6,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,7,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,King's Landing Mob,The Crownlands,Torn apart,High Septon,,1,King's Landing,0:27:09,0:25:39,17,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Gutted,King's Landing Rioter #1,,1,King's Landing,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Back stab,King's Landing Rioter #2,,1,King's Landing,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Throat slash,King's Landing Rioter #3,,1,King's Landing,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Jaqen H'ghar,The Riverlands,Poison dart,Amory Lorch,,1,King's Landing,0:38:51,0:38:41,33,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Osha,The North,Throat slash,Drennan,,1,King's Landing,0:50:24,0:49:43,43,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Doreah,Qarth,,Irri,,1,King's Landing,0:52:17,0:51:33,46,2,,,,,,,,,,,
1,1,1,,False,,,1,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Theon Greyjoy,The North,Decapitation,Rodrik Cassel,,2,Harrenhal,0:10:03,0:06:27,6,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,7,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,King's Landing Mob,The Crownlands,Torn apart,High Septon,,2,Harrenhal,0:27:09,0:25:39,17,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Gutted,King's Landing Rioter #1,,2,Harrenhal,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Back stab,King's Landing Rioter #2,,2,Harrenhal,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Throat slash,King's Landing Rioter #3,,2,Harrenhal,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Jaqen H'ghar,The Riverlands,Poison dart,Amory Lorch,,2,Harrenhal,0:38:51,0:38:41,33,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Osha,The North,Throat slash,Drennan,,2,Harrenhal,0:50:24,0:49:43,43,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Doreah,Qarth,,Irri,,2,Harrenhal,0:52:17,0:51:33,46,2,,,,,,,,,,,
1,1,1,,False,,,1,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Theon Greyjoy,The North,Decapitation,Rodrik Cassel,,3,Pyke,0:10:03,0:06:27,6,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,7,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,King's Landing Mob,The Crownlands,Torn apart,High Septon,,3,Pyke,0:27:09,0:25:39,17,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Gutted,King's Landing Rioter #1,,3,Pyke,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Back stab,King's Landing Rioter #2,,3,Pyke,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Throat slash,King's Landing Rioter #3,,3,Pyke,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Jaqen H'ghar,The Riverlands,Poison dart,Amory Lorch,,3,Pyke,0:38:51,0:38:41,33,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Osha,The North,Throat slash,Drennan,,3,Pyke,0:50:24,0:49:43,43,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Doreah,Qarth,,Irri,,3,Pyke,0:52:17,0:51:33,46,2,,,,,,,,,,,
1,1,1,,False,,,1,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Theon Greyjoy,The North,Decapitation,Rodrik Cassel,,4,Winterfell,0:10:03,0:06:27,6,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,7,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,King's Landing Mob,The Crownlands,Torn apart,High Septon,,4,Winterfell,0:27:09,0:25:39,17,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Gutted,King's Landing Rioter #1,,4,Winterfell,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Back stab,King's Landing Rioter #2,,4,Winterfell,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Throat slash,King's Landing Rioter #3,,4,Winterfell,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Jaqen H'ghar,The Riverlands,Poison dart,Amory Lorch,,4,Winterfell,0:38:51,0:38:41,33,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Osha,The North,Throat slash,Drennan,,4,Winterfell,0:50:24,0:49:43,43,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Doreah,Qarth,,Irri,,4,Winterfell,0:52:17,0:51:33,46,2,,,,,,,,,,,
1,1,1,,False,,,1,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Theon Greyjoy,The North,Decapitation,Rodrik Cassel,,5,The Wall,0:10:03,0:06:27,6,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,7,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,King's Landing Mob,The Crownlands,Torn apart,High Septon,,5,The Wall,0:27:09,0:25:39,17,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Gutted,King's Landing Rioter #1,,5,The Wall,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,3,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Back stab,King's Landing Rioter #2,,5,The Wall,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Sandor Clegane,The Crownlands,Throat slash,King's Landing Rioter #3,,5,The Wall,0:29:15,0:28:34,24,2,King's Landing,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Jaqen H'ghar,The Riverlands,Poison dart,Amory Lorch,,5,The Wall,0:38:51,0:38:41,33,2,Harrenhal,,,,,,,,,,
1,1,1,,False,,,2,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Osha,The North,Throat slash,Drennan,,5,The Wall,0:50:24,0:49:43,43,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,4,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Doreah,Qarth,,Irri,,5,The Wall,0:52:17,0:51:33,46,2,,,,,,,,,,,
1,1,1,,False,,,1,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,Theon Greyjoy,The North,Decapitation,Rodrik Cassel,,6,Qarth,0:10:03,0:06:27,6,2,Winterfell,,,,,,,,,,
1,1,1,,False,,,7,,2012-05-06,"Theon seizes control of Winterfell. Jon captures a wildling, named Ygritte. The people of King's Landing begin to turn against King Joffrey. Daenerys looks to buy ships to sail for the Seven Kingdoms.",/title/tt2085238/,6,The Old Gods and the New,16,,,1,King's Landing Mob,The Crownlands,Torn apart,High Septon,,6,Qarth,0:27:09,0:25:39,17,2,King's Landing,,,,,,,,,,
